Price,Ticker,embed_1,embed_2,embed_3,embed_4,embed_5,embed_6,embed_7,embed_8,embed_9,embed_10,embed_11,embed_12,embed_13,embed_14,embed_15,embed_16
DIVISLAB.NS,DIVISLAB.NS,-0.06823139998659937,0.08268696281548417,0.11225956267447915,-0.0319431330258896,-0.14208847350555348,0.02612671589022818,-0.015470269429211383,-0.03740765909624297,-0.09068112618400642,-0.01566524368784966,0.01871897770099571,-0.15091104901620578,0.025099535919572348,-0.06259094504279264,0.04744960126613792,-0.07079146865421648
DRREDDY.NS,DRREDDY.NS,-0.021377952067676675,-0.013222354709851067,0.1604948108598186,-0.164054203100638,-0.06759346449632916,-0.06223409277338687,0.08652412881916328,0.10298376401729767,-0.05309145067379192,0.016780040725714096,0.05677000911113105,-0.048230434701831366,-0.005843728451007802,-0.049621132360368636,-0.09503354246708476,0.10958441910867786
EICHERMOT.NS,EICHERMOT.NS,0.12072485009012744,0.024258125590509008,-0.02618012330678335,0.04532295193933746,0.05780868868393505,0.05110284876846507,0.13551677080042562,0.05126445917244508,0.0030377175335439205,-0.0535588910789427,-0.07623193621641396,0.09381212280549632,0.029129895428910577,-0.09697066771448133,-0.03256839847840609,0.041920226955393644
GAIL.NS,GAIL.NS,-0.08929585142137757,-0.12832864378656006,-0.0059287181680224114,0.03668168226574802,0.11380577421326007,-0.08817829719296702,0.025926115441658293,-0.05923527135290947,0.024951380996079263,0.05147317528166008,0.0678112177763481,0.040436564903880944,0.007006585197373556,0.08671989933530959,-0.10816740385593511,-0.055770183834603596
GRASIM.NS,GRASIM.NS,-0.05291270428510927,-0.09572315101857272,0.030520823827214646,-0.005310940802201188,0.012247367038116212,-0.039408993315102524,0.045146856082857276,-0.05342003441510779,0.0819295519957774,-0.011813484657478885,-0.01867143316904326,0.09564920225099036,-0.02492592967056642,-0.05639288411598865,0.09347833272803364,-0.05696137133573568
HCLTECH.NS,HCLTECH.NS,0.010584522095466446,0.005876788097792117,0.0693623224030196,-0.03512536988400229,-0.13183052074528026,0.12551372061501245,-0.04720623453572498,0.10052176373836874,0.0944758934727045,-0.006317032455165906,-0.07438741339693195,-0.07389962322674018,0.06367226121795516,0.030643567011633104,-0.1345705507602069,0.03481071641866652
HDFCBANK.NS,HDFCBANK.NS,0.025171791350194404,0.03554074718669043,0.03753960440184085,-0.00955652243295302,0.03180797957701294,0.08988440649702398,-0.09412003346615101,0.012093294738389864,0.016299548621786758,0.0717653025093355,0.03010528710450943,0.06056347582885666,-0.035210219542206045,-0.04780426267257699,0.10792837477153482,0.06785978556625043
HEROMOTOCO.NS,HEROMOTOCO.NS,0.13021700066958158,0.06206575415468958,-0.016234582850289603,0.024938945071965517,0.13736342746654306,0.014715590878277313,0.0217288672407151,0.09483172730499759,0.05252111975084493,-0.053735671204084165,0.011001148153378913,-0.1117165385999375,0.008464355967759421,-0.0894465290979306,0.03527442395467612,-0.024281649221976204
HINDALCO.NS,HINDALCO.NS,-0.09412514098442597,0.024299052760295505,-0.10807518632387368,-0.01317741473863689,0.07767719531598533,-0.07339931639731445,-0.038002148924418035,-0.028441132099673062,0.08655436033002396,-0.0939205837814335,0.07715746692432777,-0.04737805795656863,0.0007149624117597065,0.06103146581129757,0.0008206368680699826,-0.011520441857837974
HINDPETRO.NS,HINDPETRO.NS,0.0999644865732829,0.04757132834980163,-0.049063490037147585,0.0018229851328657807,0.08190447834189683,-0.07021376996138486,-0.018950045504039,-0.08158898391593888,-0.05374561303946875,0.07903848961927663,0.08074744798308303,0.06879930788929937,-0.041689729427804585,-0.06343233970754429,-0.09098243892578002,-0.09497232518505325
